"Reference","QNum","Answer","TargetDate","ActionPlan","version"
"AF210161   ","9","yes","","","2"
"AF210161   ","10","na","","","2"
"AF210161   ","11","yes","","","2"
"AF210161   ","12","yes","","","2"
"AF210161   ","13","yes","","","2"
"AF210161   ","14","yes","","","2"
"AF210161   ","15","yes","","","2"
"AF210161   ","16","yes","","","2"
"AF210161   ","17","yes","","","2"
"AF210161   ","18","yes","","","2"
"AF210161   ","19","yes","","","2"
"AF210161   ","20","yes","","","2"
"AF210161   ","21","yes","","","2"
"AF210161   ","22","yes","","","2"
"AF210161   ","23","yes","","","2"
"AF210161   ","24","yes","","","2"
"AF210161   ","25","yes","","","2"
"AF210161   ","26","yes","","","2"
"AF210161   ","27","yes","","","2"
"AF210161   ","28","yes","","","2"
"AF210161   ","29","yes","","","2"
"AF210161   ","30","yes","","","2"
"AF210161   ","31","yes","","","2"
"AF210161   ","32","yes","","","2"
"AF210161   ","33","na","","","2"
"AF211112   ","1","yes","","","2"
"AF211112   ","2","yes","","","2"
"AF211112   ","3","yes","","","2"
"AF211112   ","4","yes","","","2"
"AF211112   ","5","yes","","","2"
"AF211112   ","6","yes","","","2"
"AF211112   ","7","yes","","","2"
"AF211112   ","8","yes","","","2"
"AF211112   ","9","yes","","","2"
"AF211112   ","10","yes","","","2"
"AF211112   ","11","yes","","","2"
"AF211112   ","12","yes","","","2"
"AF211112   ","13","yes","","","2"
"AF211112   ","14","yes","","","2"
"AF211112   ","15","yes","","","2"
"AF211112   ","16","yes","","","2"
"AF211112   ","17","yes","","","2"
"AF211112   ","18","yes","","","2"
"AF211112   ","19","yes","","","2"
"AF211112   ","20","yes","","","2"
"AF211112   ","21","yes","","","2"
"AF211112   ","22","yes","","","2"
"AF211112   ","23","yes","","","2"
"AF211112   ","24","yes","","","2"
"AF211112   ","25","yes","","","2"
"AF211112   ","26","yes","","","2"
"AF211112   ","27","yes","","","2"
"AF211112   ","28","yes","","","2"
"AF211112   ","29","yes","","","2"
"AF211112   ","30","yes","","","2"
"AF211112   ","31","yes","","","2"
"AF211112   ","32","yes","","","2"
"AF211112   ","33","na","","","2"
"AF213128   ","1","yes","","","2"
"AF213128   ","2","yes","","","2"
"AF213128   ","3","yes","","","2"
"AF213128   ","4","yes","","","2"
"AF213128   ","5","yes","","","2"
"AF213128   ","6","yes","","","2"
"AF213128   ","7","yes","","","2"
"AF213128   ","8","yes","","","2"
"AF213128   ","9","yes","","","2"
"AF213128   ","10","na","","","2"
"AF213128   ","11","yes","","","2"
"AF213128   ","12","yes","","","2"
"AF213128   ","13","yes","","","2"
"AF213128   ","14","yes","","","2"
"AF213128   ","15","yes","","","2"
"AF213128   ","16","yes","","","2"
"AF213128   ","17","yes","","","2"
"AF213128   ","18","yes","","","2"
"AF213128   ","19","yes","","","2"
"AF213128   ","20","yes","","","2"
"AF213128   ","21","yes","","","2"
"AF213128   ","22","yes","","","2"
"AF213128   ","23","yes","","","2"
"AF213128   ","24","yes","","","2"
"AF213128   ","25","yes","","","2"
"AF213128   ","26","yes","","","2"
"AF213128   ","27","yes","","","2"
"AF213128   ","28","yes","","","2"
"AF213128   ","29","yes","","","2"
"AF213128   ","30","yes","","","2"
"AF213128   ","31","yes","","","2"
"AF213128   ","32","yes","","","2"
"AF213128   ","33","na","","","2"
"AF213245   ","1","yes","","","2"
"AF213245   ","2","yes","","","2"
"AF213245   ","3","yes","","","2"
"AF213245   ","4","yes","","","2"
"AF213245   ","5","yes","","","2"
"AF213245   ","6","yes","","","2"
"AF213245   ","7","yes","","","2"
"AF213245   ","8","yes","","","2"
"AF213245   ","9","yes","","","2"
"AF213245   ","10","na","","","2"
"AF213245   ","11","yes","","","2"
"AF213245   ","12","yes","","","2"
"AF213245   ","13","yes","","","2"
"AF213245   ","14","yes","","","2"
"AF213245   ","15","yes","","","2"
"AF213245   ","16","yes","","","2"
"AF213245   ","17","yes","","","2"
"AF213245   ","18","yes","","","2"
"AF213245   ","19","yes","","","2"
"AF213245   ","20","yes","","","2"
"AF213245   ","21","yes","","","2"
"AF213245   ","22","yes","","","2"
"AF213245   ","23","yes","","","2"
"AF213245   ","24","yes","","","2"
"AF213245   ","25","yes","","","2"
"AF213245   ","26","yes","","","2"
"AF213245   ","27","yes","","","2"
"AF213245   ","28","yes","","","2"
"AF213245   ","29","yes","","","2"
"AF213245   ","30","yes","","","2"
"AF213245   ","31","yes","","","2"
"AF213245   ","32","yes","","","2"
"AF213245   ","33","yes","","","2"
"AF185252   ","1","yes","","","2"
"AF185252   ","2","yes","","","2"
"AF185252   ","3","yes","","","2"
"AF185252   ","4","yes","","","2"
"AF185252   ","5","yes","","","2"
"AF185252   ","6","yes","","","2"
"AF185252   ","7","yes","","","2"
"AF185252   ","8","yes","","","2"
"AF185252   ","9","yes","","","2"
"AF185252   ","10","na","","","2"
"AF185252   ","11","yes","","","2"
"AF185252   ","12","yes","","","2"
"AF185252   ","13","yes","","","2"
"AF185252   ","14","yes","","","2"
"AF185252   ","15","yes","","","2"
"AF185252   ","16","yes","","","2"
"AF185252   ","17","yes","","","2"
"AF185252   ","18","yes","","","2"
"AF185252   ","19","yes","","","2"
"AF185252   ","20","yes","","","2"
"AF185252   ","21","yes","","","2"
"AF185252   ","22","yes","","","2"
"AF185252   ","23","yes","","","2"
"AF185252   ","24","yes","","","2"
"AF185252   ","25","yes","","","2"
"AF185252   ","26","yes","","","2"
"AF185252   ","27","yes","","","2"
"AF185252   ","28","no","2016-04-30","we have spoken to several audit companies and received quotes. we are awaiting completion of the closure audit before appointing.","2"
"AF185252   ","29","yes","","","2"
"AF185252   ","30","yes","","","2"
"AF185252   ","31","no","2016-05-31","this will be actioned at the next Governing Body meeting","2"
"AF185252   ","32","yes","","","2"
"AF185252   ","33","na","","","2"
"AF188867   ","1","yes","","","2"
"AF188867   ","2","yes","","","2"
"AF188867   ","3","yes","","","2"
"AF188867   ","4","yes","","","2"
"AF188867   ","5","yes","","","2"
"AF188867   ","6","yes","","","2"
"AF188867   ","7","yes","","","2"
"AF188867   ","8","yes","","","2"
"AF188867   ","9","yes","","","2"
"AF188867   ","10","na","","","2"
"AF188867   ","11","yes","","","2"
"AF188867   ","12","yes","","","2"
"AF188867   ","13","yes","","","2"
"AF188867   ","14","yes","","","2"
"AF188867   ","15","yes","","","2"
"AF188867   ","16","yes","","","2"
"AF188867   ","17","yes","","","2"
"AF188867   ","18","yes","","","2"
"AF188867   ","19","yes","","","2"
"AF188867   ","20","yes","","","2"
"AF188867   ","21","yes","","","2"
"AF188867   ","22","no","2016-04-30","Website under development","2"
"AF188867   ","23","yes","","","2"
"AF188867   ","24","yes","","","2"
"AF188867   ","25","yes","","","2"
"AF188867   ","26","yes","","","2"
"AF188867   ","27","yes","","","2"
"AF188867   ","28","yes","","","2"
"AF188867   ","29","yes","","","2"
"AF188867   ","30","yes","","","2"
"AF188867   ","31","yes","","","2"
"AF188867   ","32","yes","","","2"
"AF188867   ","33","na","","","2"
"AF216424   ","1","yes","","","2"
"AF216424   ","2","yes","","","2"
"AF216424   ","3","yes","","","2"
"AF216424   ","4","yes","","","2"
"AF216424   ","5","yes","","","2"
"AF216424   ","6","yes","","","2"
"AF216424   ","7","yes","","","2"
"AF216424   ","8","yes","","","2"
"AF216424   ","9","yes","","","2"
"AF216424   ","10","yes","","","2"
"AF216424   ","11","yes","","","2"
"AF216424   ","12","yes","","","2"
"AF216424   ","13","yes","","","2"
"AF216424   ","14","yes","","","2"
"AF216424   ","15","yes","","","2"
"AF216424   ","16","yes","","","2"
"AF216424   ","17","yes","","","2"
"AF216424   ","18","yes","","","2"
"AF216424   ","19","yes","","","2"
"AF216424   ","20","yes","","","2"
"AF216424   ","21","yes","","","2"
"AF216424   ","22","yes","","","2"
"AF216424   ","23","yes","","","2"
"AF216424   ","24","yes","","","2"
"AF216424   ","25","yes","","","2"
"AF216424   ","26","yes","","","2"
"AF216424   ","27","yes","","","2"
"AF216424   ","28","yes","","","2"
"AF216424   ","29","yes","","","2"
"AF216424   ","30","yes","","","2"
"AF216424   ","31","yes","","","2"
"AF216424   ","32","yes","","","2"
"AF216424   ","33","na","","","2"
"AF215915   ","1","yes","","","2"
"AF215915   ","2","yes","","","2"
"AF215915   ","3","yes","","","2"
"AF215915   ","4","yes","","","2"
"AF215915   ","5","yes","","","2"
"AF215915   ","6","yes","","","2"
"AF215915   ","7","yes","","","2"
"AF215915   ","8","yes","","","2"
"AF215915   ","9","yes","","","2"
"AF215915   ","10","na","","","2"
"AF215915   ","11","yes","","","2"
"AF215915   ","12","yes","","","2"
"AF215915   ","13","yes","","","2"
"AF215915   ","14","yes","","","2"
"AF215915   ","15","yes","","","2"
"AF215915   ","16","yes","","","2"
"AF215915   ","17","yes","","","2"
"AF215915   ","18","yes","","","2"
"AF215915   ","19","yes","","","2"
"AF215915   ","20","yes","","","2"
"AF215915   ","21","yes","","","2"
"AF215915   ","22","no","2016-05-05","Website is currently under construction for the trust but details have been supplied to all academies in the trust to publish on their school's website. Intention is that the trust website will be live by May 2016","2"
"AF215915   ","23","yes","","","2"
"AF215915   ","24","yes","","","2"
"AF215915   ","25","yes","","","2"
"AF215915   ","26","yes","","","2"
"AF215915   ","27","yes","","","2"
"AF215915   ","28","yes","","","2"
"AF215915   ","29","yes","","","2"
"AF215915   ","30","yes","","","2"
"AF215915   ","31","yes","","","2"
"AF215915   ","32","yes","","","2"
"AF215915   ","33","yes","","","2"
"AF216403   ","1","yes","","","2"
"AF216403   ","2","yes","","","2"
"AF216403   ","3","yes","","","2"
"AF216403   ","4","yes","","","2"
"AF216403   ","5","yes","","","2"
"AF216403   ","6","yes","","","2"
"AF216403   ","7","yes","","","2"
"AF216403   ","8","yes","","","2"
"AF216403   ","9","yes","","","2"
"AF216403   ","10","na","","","2"
"AF216403   ","11","yes","","","2"
"AF216403   ","12","yes","","","2"
"AF216403   ","13","yes","","","2"
"AF216403   ","14","yes","","","2"
"AF216403   ","15","no","2016-10-31","Work in progress with a target to complete , approve at the Finance Committee and ratify at Full Board of Directors in Autumn Term 2016","2"
"AF216403   ","16","no","2016-08-31","In part but not formalised. Action plan to be devised and work to be undertaken in the summer term 2016","2"
"AF216403   ","17","yes","","","2"
"AF216403   ","18","yes","","","2"
"AF216403   ","19","yes","","","2"
"AF216403   ","20","yes","","","2"
"AF216403   ","21","yes","","","2"
"AF216403   ","22","no","2016-03-24","this is not applicable at this time as there are no relevant or pecuniary interest , If there were any relevant business/pecuniary interests then they would be established though the declarations and this would trigger Company Secretary to publish these on our website","2"
"AF216403   ","23","yes","","","2"
"AF216403   ","24","yes","","","2"
"AF216403   ","25","yes","","","2"
"AF216403   ","26","yes","","","2"
"AF216403   ","27","no","2016-08-31","Finance policy approved and in place - specific accounting  polices currently being worked on and to be taken to Full Board of Governors in Summer term","2"
"AF216403   ","28","yes","","","2"
"AF216403   ","29","yes","","","2"
"AF216403   ","30","yes","","","2"
"AF216403   ","31","yes","","","2"
"AF216403   ","32","yes","","","2"
"AF216403   ","33","yes","","","2"
"AF212350   ","1","no","2016-09-01","The Trustees have decide that as we are only two schools at the moment we can work with a small management team. When the MAT grows this will be looked at again.","2"
"AF212350   ","2","yes","","","2"
"AF212350   ","3","yes","","","2"
"AF212350   ","4","yes","","","2"
"AF212350   ","5","yes","","","2"
"AF212350   ","6","yes","","","2"
"AF212350   ","7","yes","","","2"
"AF212350   ","8","yes","","","2"
"AF212350   ","9","no","2016-07-12","Both schools in the MAT have set budgets that have been approved at Governor level - 2016-17 the MAT will set a annual Budget which will be approved and minuted.","2"
"AF212350   ","10","na","","","2"
"AF212350   ","11","yes","","","2"
"AF212350   ","12","yes","","","2"
"AF212350   ","13","yes","","","2"
"AF212350   ","14","yes","","","2"
"AF212350   ","15","no","2016-07-12","This is a work in progress, the MAT started working together part way through a financial year. ","2"
"AF212350   ","16","yes","","","2"
"AF212350   ","17","yes","","","2"
"AF212350   ","18","yes","","","2"
"AF212350   ","19","yes","","","2"
"AF212350   ","20","yes","","","2"
"AF212350   ","21","yes","","","2"
"AF212350   ","22","no","2016-04-11","This will be updated by Easter","2"
"AF212350   ","23","yes","","","2"
"AF212350   ","24","yes","","","2"
"AF212350   ","25","yes","","","2"
"AF212350   ","26","yes","","","2"
"AF212350   ","27","yes","","","2"
"AF212350   ","28","yes","","","2"
"AF212350   ","29","yes","","","2"
"AF212350   ","30","yes","","","2"
"AF212350   ","31","yes","","","2"
"AF212350   ","32","yes","","","2"
"AF212350   ","33","na","","","2"
"AF214859   ","1","yes","","","2"
"AF214859   ","2","yes","","","2"
"AF214859   ","3","yes","","","2"
"AF214859   ","4","yes","","","2"
"AF214859   ","5","yes","","","2"
"AF214859   ","6","yes","","","2"
"AF214859   ","7","no","2016-09-01","The existing Bursar at Bursley Academy has been acting for the Trust for this period.  
The Board is in the process of advertising for a Finance & Business Director who will take this role at Trust level.  ","2"
"AF214859   ","8","no","2016-06-30","We have continued to act under the Bursley Academy Scheme of Delegation & are in the process of drawing up a Trust document with the new appointment taken into consideration.","2"
"AF214859   ","9","yes","","","2"
"AF214859   ","10","na","","","2"
"AF214859   ","11","yes","","","2"
"AF214859   ","12","yes","","","2"
"AF214859   ","13","yes","","","2"
"AF214859   ","14","yes","","","2"
"AF214859   ","15","yes","","","2"
"AF214859   ","16","yes","","","2"
"AF214859   ","17","yes","","","2"
"AF214859   ","18","yes","","","2"
"AF214859   ","19","yes","","","2"
"AF214859   ","20","yes","","","2"
"AF214859   ","21","yes","","","2"
"AF214859   ","22","yes","","","2"
"AF214859   ","23","yes","","","2"
"AF214859   ","24","yes","","","2"
"AF214859   ","25","yes","","","2"
"AF214859   ","26","yes","","","2"
"AF214859   ","27","yes","","","2"
"AF214859   ","28","yes","","","2"
"AF214859   ","29","yes","","","2"
"AF214859   ","30","yes","","","2"
"AF214859   ","31","yes","","","2"
"AF214859   ","32","yes","","","2"
"AF214859   ","33","na","","","2"
"AF216085   ","1","yes","","","2"
"AF216085   ","2","yes","","","2"
"AF216085   ","3","yes","","","2"
"AF216085   ","4","yes","","","2"
"AF216085   ","5","yes","","","2"
"AF216085   ","6","yes","","","2"
"AF216085   ","7","yes","","","2"
"AF216085   ","8","no","2016-07-05","At their meeting on 1/12/15 the governors agreed a Scheme of Delegated Authority setting out delegated responsibilities and have also separately agreed authorisation levels - these will be brought together into one Scheme of Delegation."  

","2"
"AF216085   ","9","yes","","","2"
"AF216085   ","10","na","","","2"
"AF216085   ","11","no","2016-04-01","We were awaiting closedown information from the local authority.
It was submitted approx. one month late.

The task has been completed but was submitted late, I was unable to put in the date I actually submitted it in the field below.","2"
"AF216085   ","12","no","2016-07-05","The academy does not yet have an investment policy as the trustees do not consider there a re sufficient funds available for this.
The NASBM model policies are being reviewed for adaption for academy use.","2"
"AF216085   ","13","yes","","","2"
"AF216085   ","14","yes","","","2"
"AF216085   ","15","no","2016-07-05","The academy does not yet have a contingency and business continuity plan, as we are developing new procedures.
The NASBM model policies are being reviewed for adaption for academy use.","2"
"AF216085   ","16","yes","","","2"
"AF216085   ","17","yes","","","2"
"AF216085   ","18","yes","","","2"
"AF216085   ","19","yes","","","2"
"AF216085   ","20","yes","","","2"
"AF216085   ","21","yes","","","2"
"AF216085   ","22","yes","","","2"
"AF216085   ","23","yes","","","2"
"AF216085   ","24","no","2016-07-05","The academy does not yet have a competitive tendering policy, although it follows the same practices as previously.
The NASBM model policies are being reviewed for adaption for use in the academy.","2"
"AF216085   ","25","yes","","","2"
"AF216085   ","26","yes","","","2"
"AF216085   ","27","no","2016-07-05","These are currently being tested against the new accountancy system and being drawn up using the NASBM model policies.","2"
"AF216085   ","28","yes","","","2"
"AF216085   ","29","yes","","","2"
"AF216085   ","30","yes","","","2"
"AF216085   ","31","no","2016-07-05","Financial risks are included in the academy's risk register and this is reviewed as a standing item for the Finance and Resources committee's agenda.
This is on-going as the risk register is a 'live' document.","2"
"AF216085   ","32","yes","","","2"
"AF216085   ","33","na","","","2"
"AF225159   ","1","yes","","","2"
"AF225159   ","2","yes","","","2"
"AF225159   ","3","yes","","","2"
"AF225159   ","4","yes","","","2"
"AF225159   ","5","yes","","","2"
"AF225159   ","6","no","2016-05-31","The trust has only been open 3 months and therefore a full year has not elapsed so this question cannot yet be confirmed. However, it is the intention that the trust will have  a set of management accounts which includes budget variance analysis,  a balance sheet, cash flow and KPIs at least termly","2"
"AF225159   ","7","yes","","","2"
"AF225159   ","8","yes","","","2"
"AF225159   ","9","yes","","","2"
"AF225159   ","10","na","","","2"
"AF225159   ","11","yes","","","2"
"AF225159   ","12","yes","","","2"
"AF225159   ","13","yes","","","2"
"AF225159   ","14","no","2016-06-30","Internal controls are in place but the trust would not like to validate these are 100% sound until some internal auditing work has taken place and the resulting reports and findings considered. The trust is in  the process of ensuring consistency of controls across each academy.","2"
"AF225159   ","15","no","2016-05-30","The academies do have business continuity plans which have transferred over from when they were a maintained school. However, the accounting officer is currently reviewing these to update them to reflect the current change in status to academy and ensure there is consistent practice across the trust","2"
"AF225159   ","16","yes","","","2"
"AF225159   ","17","yes","","","2"
"AF225159   ","18","yes","","","2"
"AF225159   ","19","yes","","","2"
"AF225159   ","20","yes","","","2"
"AF225159   ","21","yes","","","2"
"AF225159   ","22","yes","","","2"
"AF225159   ","23","yes","","","2"
"AF225159   ","24","yes","","","2"
"AF225159   ","25","yes","","","2"
"AF225159   ","26","yes","","","2"
"AF225159   ","27","yes","","","2"
"AF225159   ","28","yes","","","2"
"AF225159   ","29","yes","","","2"
"AF225159   ","30","yes","","","2"
"AF225159   ","31","yes","","","2"
"AF225159   ","32","yes","","","2"
"AF225159   ","33","yes","","","2"
"AF225194   ","1","yes","","","2"
"AF225194   ","2","yes","","","2"
"AF225194   ","3","yes","","","2"
"AF225194   ","4","yes","","","2"
"AF225194   ","5","yes","","","2"
"AF225194   ","6","yes","","","2"
"AF225194   ","7","yes","","","2"
"AF225194   ","8","yes","","","2"
"AF225194   ","9","yes","","","2"
"AF225194   ","10","na","","","2"
"AF225194   ","11","yes","","","2"
"AF225194   ","12","yes","","","2"
"AF225194   ","13","yes","","","2"
"AF225194   ","14","yes","","","2"
"AF225194   ","15","yes","","","2"
"AF225194   ","16","yes","","","2"
"AF225194   ","17","yes","","","2"
"AF225194   ","18","yes","","","2"
"AF225194   ","19","yes","","","2"
"AF225194   ","20","yes","","","2"
"AF225194   ","21","yes","","","2"
"AF225194   ","22","yes","","","2"
"AF225194   ","23","yes","","","2"
"AF225194   ","24","yes","","","2"
"AF225194   ","25","yes","","","2"
"AF225194   ","26","yes","","","2"
"AF225194   ","27","yes","","","2"
"AF225194   ","28","yes","","","2"
"AF225194   ","29","yes","","","2"
"AF225194   ","30","yes","","","2"
"AF225194   ","31","yes","","","2"
"AF225194   ","32","yes","","","2"
"AF225194   ","33","na","","","2"
"AF225986   ","1","yes","","","2"
"AF225986   ","2","yes","","","2"
"AF225986   ","3","yes","","","2"
"AF225986   ","4","yes","","","2"
"AF225986   ","5","yes","","","2"
"AF225986   ","6","yes","","","2"
"AF225986   ","7","yes","","","2"
"AF225986   ","8","yes","","","2"
"AF225986   ","9","yes","","","2"
"AF225986   ","10","na","","","2"
"AF225986   ","11","yes","","","2"
"AF225986   ","12","yes","","","2"
"AF225986   ","13","yes","","","2"
"AF225986   ","14","yes","","","2"
"AF225986   ","15","yes","","","2"
"AF225986   ","16","yes","","","2"
"AF225986   ","17","yes","","","2"
"AF225986   ","18","yes","","","2"
"AF225986   ","19","yes","","","2"
"AF225986   ","20","yes","","","2"
"AF225986   ","21","yes","","","2"
"AF225986   ","22","yes","","","2"
"AF225986   ","23","yes","","","2"
"AF225986   ","24","yes","","","2"
"AF225986   ","25","yes","","","2"
"AF225986   ","26","yes","","","2"
"AF225986   ","27","yes","","","2"
"AF225986   ","28","yes","","","2"
"AF225986   ","29","yes","","","2"
"AF225986   ","30","yes","","","2"
"AF225986   ","31","yes","","","2"
"AF225986   ","32","yes","","","2"
"AF225986   ","33","na","","","2"
"AF230682   ","1","yes","","","2"
"AF230682   ","2","yes","","","2"
"AF230682   ","3","yes","","","2"
"AF230682   ","4","yes","","","2"
"AF230682   ","5","yes","","","2"
"AF230682   ","6","yes","","","2"
"AF230682   ","7","yes","","","2"
"AF230682   ","8","yes","","","2"
"AF230682   ","9","yes","","","2"
"AF230682   ","10","na","","","2"
"AF230682   ","11","yes","","","2"
"AF230682   ","12","yes","","","2"
"AF230682   ","13","yes","","","2"
"AF230682   ","14","yes","","","2"
"AF230682   ","15","yes","","","2"
"AF230682   ","16","yes","","","2"
"AF230682   ","17","yes","","","2"
"AF230682   ","18","yes","","","2"
"AF230682   ","19","yes","","","2"
"AF230682   ","20","yes","","","2"
"AF230682   ","21","yes","","","2"
"AF230682   ","22","yes","","","2"
"AF230682   ","23","yes","","","2"
"AF230682   ","24","yes","","","2"
"AF230682   ","25","yes","","","2"
"AF230682   ","26","yes","","","2"
"AF230682   ","27","yes","","","2"
"AF230682   ","28","yes","","","2"
"AF230682   ","29","yes","","","2"
"AF230682   ","30","yes","","","2"
"AF230682   ","31","yes","","","2"
"AF230682   ","32","yes","","","2"
"AF230682   ","33","yes","","","2"
"AF218344   ","1","yes","","","2"
"AF218344   ","2","yes","","","2"
"AF218344   ","3","yes","","","2"
"AF218344   ","4","yes","","","2"
"AF218344   ","5","yes","","","2"
"AF218344   ","6","yes","","","2"
"AF218344   ","7","yes","","","2"
"AF218344   ","8","yes","","","2"
"AF218344   ","9","yes","","","2"
"AF218344   ","10","na","","","2"
"AF218344   ","11","yes","","","2"
"AF218344   ","12","yes","","","2"
"AF218344   ","13","yes","","","2"
"AF218344   ","14","yes","","","2"
"AF218344   ","15","no","2016-05-31","Draft contingency plan developed - finance and audit committee to monitor.  Each school currently has it's own continuity plan.","2"
"AF218344   ","16","yes","","","2"
"AF218344   ","17","yes","","","2"
"AF218344   ","18","yes","","","2"
"AF218344   ","19","yes","","","2"
"AF218344   ","20","yes","","","2"
"AF218344   ","21","yes","","","2"
"AF218344   ","22","yes","","","2"
"AF218344   ","23","yes","","","2"
"AF218344   ","24","yes","","","2"
"AF218344   ","25","yes","","","2"
"AF218344   ","26","yes","","","2"
"AF218344   ","27","yes","","","2"
"AF218344   ","28","yes","","","2"
"AF218344   ","29","yes","","","2"
"AF218344   ","30","no","2016-05-31","Finance and audit committee currently procuring internal audit function from external provider.  Annual cycle of financial checks developed - implementation to start in summer term.  To link with risk register and prioritised accordingly.  Final plan to be agreed with appointed provider.","2"
"AF218344   ","31","yes","","","2"
"AF218344   ","32","yes","","","2"
"AF218344   ","33","yes","","","2"
"AF220043   ","1","yes","","","2"
"AF220043   ","2","yes","","","2"
"AF220043   ","3","yes","","","2"
"AF220043   ","4","yes","","","2"
"AF220043   ","5","yes","","","2"
"AF220043   ","6","yes","","","2"
"AF220043   ","7","yes","","","2"
"AF220043   ","8","yes","","","2"
"AF220043   ","9","yes","","","2"
"AF220043   ","10","na","","","2"
"AF220043   ","11","no","2016-04-08","We are still waiting for the LA to process our closedown.  We were advised by the diocese not to submit without this figure.  We have estimated our carried forward figure and will submit by the end of the week.  ","2"
"AF220043   ","12","yes","","","2"
"AF220043   ","13","yes","","","2"
"AF220043   ","14","yes","","","2"
"AF220043   ","15","yes","","","2"
"AF220043   ","16","yes","","","2"
"AF220043   ","17","yes","","","2"
"AF220043   ","18","yes","","","2"
"AF220043   ","19","yes","","","2"
"AF220043   ","20","yes","","","2"
"AF220043   ","21","yes","","","2"
"AF220043   ","22","yes","","","2"
"AF220043   ","23","yes","","","2"
"AF220043   ","24","yes","","","2"
"AF220043   ","25","yes","","","2"
"AF220043   ","26","yes","","","2"
"AF220043   ","27","yes","","","2"
"AF220043   ","28","yes","","","2"
"AF220043   ","29","yes","","","2"
"AF220043   ","30","yes","","","2"
"AF220043   ","31","yes","","","2"
"AF220043   ","32","yes","","","2"
"AF220043   ","33","na","","","2"
"AF201084   ","1","yes","","","2"
"AF201084   ","2","yes","","","2"
"AF201084   ","3","yes","","","2"
"AF201084   ","4","yes","","","2"
"AF201084   ","5","yes","","","2"
"AF201084   ","6","yes","","","2"
"AF201084   ","7","yes","","","2"
"AF201084   ","8","yes","","","2"
"AF201084   ","9","yes","","","2"
"AF201084   ","10","na","","","2"
"AF201084   ","11","yes","","","2"
"AF201084   ","12","yes","","","2"
"AF201084   ","13","yes","","","2"
"AF201084   ","14","yes","","","2"
"AF201084   ","15","yes","","","2"
"AF201084   ","16","yes","","","2"
"AF201084   ","17","yes","","","2"
"AF201084   ","18","yes","","","2"
"AF201084   ","19","yes","","","2"
"AF201084   ","20","yes","","","2"
"AF201084   ","21","yes","","","2"
"AF201084   ","22","yes","","","2"
"AF201084   ","23","yes","","","2"
"AF201084   ","24","yes","","","2"
"AF201084   ","25","yes","","","2"
"AF201084   ","26","yes","","","2"
"AF201084   ","27","yes","","","2"
"AF201084   ","28","yes","","","2"
"AF201084   ","29","yes","","","2"
"AF201084   ","30","yes","","","2"
"AF201084   ","31","yes","","","2"
"AF201084   ","32","yes","","","2"
"AF201084   ","33","na","","","2"
"AF214507   ","1","yes","","","2"
"AF214507   ","2","yes","","","2"
"AF214507   ","3","yes","","","2"
"AF214507   ","4","yes","","","2"
"AF214507   ","5","yes","","","2"
"AF214507   ","6","yes","","","2"
"AF214507   ","7","yes","","","2"
"AF214507   ","8","yes","","","2"
"AF214507   ","9","yes","","","2"
"AF214507   ","10","na","","","2"
"AF214507   ","11","yes","","","2"
"AF214507   ","12","yes","","","2"
"AF214507   ","13","yes","","","2"
"AF214507   ","14","yes","","","2"
"AF214507   ","15","yes","","","2"
"AF214507   ","16","yes","","","2"
"AF214507   ","17","yes","","","2"
"AF214507   ","18","yes","","","2"
"AF214507   ","19","yes","","","2"
"AF214507   ","20","yes","","","2"
"AF214507   ","21","yes","","","2"
"AF214507   ","22","no","2016-06-01","Website currently being updated with relevant documents/information.","2"
"AF214507   ","23","no","2016-08-31","Conflict of interest measures being prepared","2"
"AF214507   ","24","no","2016-08-31","Policy being upated.","2"
"AF214507   ","25","yes","","","2"
"AF214507   ","26","yes","","","2"
"AF214507   ","27","yes","","","2"
"AF214507   ","28","yes","","","2"
"AF214507   ","29","yes","","","2"
"AF214507   ","30","yes","","","2"
"AF214507   ","31","no","2016-08-31","Programme being prepared.","2"
"AF214507   ","32","yes","","","2"
"AF214507   ","33","no","2016-08-31","Appeals process currently being prepared.","2"
"AF214281   ","1","yes","","","2"
"AF214281   ","2","yes","","","2"
"AF214281   ","3","yes","","","2"
"AF214281   ","4","yes","","","2"
"AF214281   ","5","yes","","","2"
"AF214281   ","6","yes","","","2"
"AF214281   ","7","yes","","","2"
"AF214281   ","8","no","2016-04-19","Document prepared for approval.","2"
"AF214281   ","9","yes","","","2"
"AF214281   ","10","na","","","2"
"AF214281   ","11","yes","","","2"
"AF214281   ","12","yes","","","2"
"AF214281   ","13","yes","","","2"
"AF214281   ","14","yes","","","2"
"AF214281   ","15","yes","","","2"
"AF214281   ","16","yes","","","2"
"AF214281   ","17","yes","","","2"
"AF214281   ","18","yes","","","2"
"AF214281   ","19","yes","","","2"
"AF214281   ","20","yes","","","2"
"AF214281   ","21","yes","","","2"
"AF214281   ","22","yes","","","2"
"AF214281   ","23","yes","","","2"
"AF214281   ","24","no","2016-04-19","Competitive Tendering Policy Prepared for approval","2"
"AF214281   ","25","yes","","","2"
"AF214281   ","26","yes","","","2"
"AF214281   ","27","no","2016-04-19","Accounting Policies prepared for approval.","2"
"AF214281   ","28","yes","","","2"
"AF214281   ","29","yes","","","2"
"AF214281   ","30","yes","","","2"
"AF214281   ","31","yes","","","2"
"AF214281   ","32","yes","","","2"
"AF214281   ","33","na","","","2"
"AF224217   ","1","yes","","","2"
